Day2(午前),B1-1,雪だるま1,「よっしゃ！強み合わせて最強ってやつっすね！！」
Day2(午前),B1-1,雪だるま2,「みんなの良いところを活かせるなんて…素敵だね…！」
Day2(午前),B1-1,トナカイ,「発想拡張は良い判断です。方向性の整理は必要ですが…賛成です。」
Day2(午前),B1-1,先輩サンタ,「うん…“掛け合わせ”は創造の源だよ。いい視点だ。」
,,,
Day2 (午後),B1-2,雪だるま1,「なるほど…まとめるんすね！じゃあ俺も正直に言うっす！」
Day2 (午後),B1-2,雪だるま2,「うれしい…みんなの意見を尊重してくれるの、すごく安心できる…」
Day2 (午後),B1-2,トナカイ,「合理的です。状況を整理すれば最適解が導けるでしょう。」
Day2 (午後),B1-2,先輩サンタ,「“違いを武器にする”。それが良い場をつくるんだよ。」
,,,
Day3(午前),B1-3,雪だるま1,「おおっ、現実的！今できることから行くスタイルっすね！」
Day3(午前),B1-3,雪だるま2,「…焦っちゃうと見えなくなるから…この言葉、すごく助かる…」
Day3(午前),B1-3,トナカイ,「現状最適化の判断ですね。短時間下の決断として適切です。」
Day3(午前),B1-3,先輩サンタ,「“今やれる最善”を即決できるのは、強いリーダーだよ。」
,,,
Day3(午後),B1-4,雪だるま1,「あ、確かにごちゃっとしてましたね…整理すると見えるっす！」
Day3(午後),B1-4,雪だるま2,「すっきりするのって大事だよね…私も手伝う！」
Day3(午後),B1-4,トナカイ,「整理整頓、大賛成です。明確化が進めば議論も前進します。」
Day3(午後),B1-4,先輩サンタ,「いいね…“構造化”。整える力があるとチームは強い。」
,,,
Day4(午前),B1-5,雪だるま1,「えっ…リーダー優しすぎません！？助かるっす！」
Day4(午前),B1-5,雪だるま2,「落ち着いて進めるって、すごく安心できるよ…ありがとう。」
Day4(午前),B1-5,トナカイ,「…そんなこと言われたら涙が出そう…ありがとう…。」
Day4(午前),B1-5,先輩サンタ,「仲間を信じて支える姿勢…いいリーダーだ。」
,,,
Day4(午後),B1-6,雪だるま1,「おお、優先順位っすね！確かにそっちから攻めた方がいいっす！」
Day4(午後),B1-6,雪だるま2,「落ち着いて整理してくれるの、すごくありがたい…！」
Day4(午後),B1-6,トナカイ,「合理的です。優先度づけは必須作業でしょう。」
Day4(午後),B1-6,先輩サンタ,「いい判断だね。“何からやるか”を決められるのは大事だ。」
,,,
Day5(午前),B1-7,雪だるま1,「じゃあ俺もスッキリするまでしゃべっていいっすね！」
Day5(午前),B1-7,雪だるま2,「みんなで話せるの、うれしい…こういう場って大事だね。」
Day5(午前),B1-7,トナカイ,「意見出し→決定の流れは理にかなっています。」
Day5(午前),B1-7,先輩サンタ,「“声を聞く”って、簡単なようで一番難しいんだ。よくやった。」
